benchmark,dataset,question_id,data_source,duration,msg_size
MMLU,philosophy,9771,8,0.23212981224060059,7032
MMLU,philosophy,9772,3,0.5375421047210693,7181
MMLU,philosophy,9773,2,0.6184659004211426,6785
MMLU,philosophy,9774,5,0.365527868270874,6895
MMLU,philosophy,9775,5,0.38634419441223145,6868
MMLU,philosophy,9776,3,0.5676229000091553,7158
MMLU,philosophy,9777,3,0.5399930477142334,7196
MMLU,philosophy,9778,1,0.2893514633178711,6587
MMLU,philosophy,9779,9,0.2964658737182617,6984
MMLU,philosophy,9780,6,0.48819637298583984,7138
MMLU,philosophy,9781,7,0.5447752475738525,7087
MMLU,philosophy,9782,1,0.2926063537597656,7304
MMLU,philosophy,9783,2,0.592109203338623,6765
MMLU,philosophy,9784,4,0.3136897087097168,7187
MMLU,philosophy,9785,6,0.47325968742370605,7214
MMLU,philosophy,9786,7,0.5443410873413086,6954
MMLU,philosophy,9787,0,0.5454385280609131,7194
MMLU,philosophy,9788,6,0.5565392971038818,7408
MMLU,philosophy,9789,6,0.4980318546295166,7212
MMLU,philosophy,9790,8,0.2357034683227539,6760
MMLU,philosophy,9791,6,0.48325634002685547,7167
MMLU,philosophy,9792,2,0.5722718238830566,6655
MMLU,philosophy,9793,0,0.641939640045166,7514
MMLU,philosophy,9794,7,0.7049140930175781,6962
MMLU,philosophy,9795,6,0.3750917911529541,7259
MMLU,philosophy,9796,8,0.28719401359558105,6798
MMLU,philosophy,9797,1,0.35446786880493164,6695
MMLU,philosophy,9798,3,0.5222926139831543,7026
MMLU,philosophy,9799,5,0.3722710609436035,7083
MMLU,philosophy,9800,9,0.3146934509277344,7013
MMLU,philosophy,9801,2,0.8105208873748779,6866
MMLU,philosophy,9802,0,0.6138367652893066,7439
MMLU,philosophy,9803,2,0.7001760005950928,7012
MMLU,philosophy,9804,6,0.33122730255126953,7084
MMLU,philosophy,9805,8,0.3777775764465332,6898
MMLU,philosophy,9806,0,0.616692066192627,7336
MMLU,philosophy,9807,6,0.3356904983520508,7092
MMLU,philosophy,9808,8,0.296938419342041,6938
MMLU,philosophy,9809,0,0.5577526092529297,7150
MMLU,philosophy,9810,6,0.3514254093170166,7122
MMLU,philosophy,9811,2,0.46956849098205566,7155
MMLU,philosophy,9812,0,0.5746951103210449,7350
MMLU,philosophy,9813,7,0.732149600982666,7372
MMLU,philosophy,9814,3,0.5775425434112549,6784
MMLU,philosophy,9815,4,0.3988780975341797,7401
MMLU,philosophy,9816,6,0.3492424488067627,7273
MMLU,philosophy,9817,0,0.45731091499328613,7158
MMLU,philosophy,9818,5,0.3415107727050781,7232
MMLU,philosophy,9819,4,0.46242856979370117,7324
MMLU,philosophy,9820,5,0.3799774646759033,6611
MMLU,philosophy,9821,5,0.40099024772644043,6883
MMLU,philosophy,9822,6,0.36076879501342773,7146
MMLU,philosophy,9823,6,0.443713903427124,7477
MMLU,philosophy,9824,6,0.48749232292175293,7363
MMLU,philosophy,9825,7,0.7020132541656494,7188
MMLU,philosophy,9826,6,0.5610523223876953,7138
MMLU,philosophy,9827,9,0.2991786003112793,7054
MMLU,philosophy,9828,8,0.3016359806060791,7053
MMLU,philosophy,9829,0,0.42237234115600586,7126
MMLU,philosophy,9830,0,0.41666245460510254,7670
MMLU,philosophy,9831,7,0.722620964050293,7029
MMLU,philosophy,9832,2,0.4555821418762207,6660
MMLU,philosophy,9833,9,0.37874722480773926,7171
MMLU,philosophy,9834,1,0.2849307060241699,7132
MMLU,philosophy,9835,3,0.5653824806213379,7016
MMLU,philosophy,9836,8,0.3551921844482422,7177
MMLU,philosophy,9837,3,0.8473756313323975,7146
MMLU,philosophy,9838,3,0.39168620109558105,7485
MMLU,philosophy,9839,7,1.0953965187072754,6927
MMLU,philosophy,9840,8,0.3155059814453125,7120
MMLU,philosophy,9841,9,0.3650388717651367,7205
MMLU,philosophy,9842,3,0.36440110206604004,6971
MMLU,philosophy,9843,0,0.4302093982696533,6875
MMLU,philosophy,9844,2,0.4040999412536621,6673
MMLU,philosophy,9845,9,0.3045015335083008,7065
MMLU,philosophy,9846,9,0.29817819595336914,7037
MMLU,philosophy,9847,7,2.5606632232666016,7329
MMLU,philosophy,9848,6,0.48836398124694824,7198
MMLU,philosophy,9849,9,0.3597280979156494,7244
MMLU,philosophy,9850,6,0.4033024311065674,6782
MMLU,philosophy,9851,9,0.4918067455291748,7023
MMLU,philosophy,9852,1,0.2769503593444824,7157
MMLU,philosophy,9853,6,0.502983808517456,7120
MMLU,philosophy,9854,9,0.306138277053833,6842
MMLU,philosophy,9855,2,0.43482518196105957,6803
MMLU,philosophy,9856,7,0.426464319229126,7107
MMLU,philosophy,9857,2,0.4377624988555908,6656
MMLU,philosophy,9858,3,0.36834073066711426,7247
MMLU,philosophy,9859,6,0.48935866355895996,7343
MMLU,philosophy,9860,4,0.3592376708984375,7009
MMLU,philosophy,9861,2,0.5404255390167236,6737
MMLU,philosophy,9862,6,0.4771115779876709,7251
MMLU,philosophy,9863,3,0.3704690933227539,6860
MMLU,philosophy,9864,4,0.446483850479126,7087
MMLU,philosophy,9865,1,0.2852942943572998,7111
MMLU,philosophy,9866,3,0.3698563575744629,7235
MMLU,philosophy,9867,9,0.24404025077819824,6958
MMLU,philosophy,9868,6,0.4964594841003418,7270
MMLU,philosophy,9869,7,0.42813634872436523,6981
MMLU,philosophy,9870,8,0.362506628036499,6968
MMLU,philosophy,9871,1,0.34351110458374023,7136
MMLU,philosophy,9872,9,0.22846221923828125,6841
MMLU,philosophy,9873,1,0.2811713218688965,6885
MMLU,philosophy,9874,2,0.5959949493408203,6612
MMLU,philosophy,9875,9,0.2270371913909912,7062
MMLU,philosophy,9876,6,0.4692111015319824,7326
MMLU,philosophy,9877,2,0.556983470916748,6663
MMLU,philosophy,9878,9,0.22769498825073242,7277
MMLU,philosophy,9879,0,0.4182913303375244,7046
MMLU,philosophy,9880,4,0.45021867752075195,7193
MMLU,philosophy,9881,3,0.39351725578308105,7005
MMLU,philosophy,9882,4,0.5110468864440918,7280
MMLU,philosophy,9883,5,0.3858456611633301,6996
MMLU,philosophy,9884,0,0.4154219627380371,7539
MMLU,philosophy,9885,3,0.5725688934326172,7680
MMLU,philosophy,9886,9,0.2299327850341797,7147
MMLU,philosophy,9887,6,0.47477078437805176,7493
MMLU,philosophy,9888,2,0.8420310020446777,6696
MMLU,philosophy,9889,1,0.36669063568115234,6671
MMLU,philosophy,9890,5,0.2823755741119385,6981
MMLU,philosophy,9891,5,0.25530266761779785,7104
MMLU,philosophy,9892,1,0.24653959274291992,7080
MMLU,philosophy,9893,6,0.490847110748291,7227
MMLU,philosophy,9894,8,0.3899424076080322,6775
MMLU,philosophy,9895,4,0.38752055168151855,7203
MMLU,philosophy,9896,5,0.25569987297058105,6618
MMLU,philosophy,9897,5,0.2647879123687744,6765
MMLU,philosophy,9898,7,0.5092904567718506,7246
MMLU,philosophy,9899,1,0.22142624855041504,7144
MMLU,philosophy,9900,0,0.42830681800842285,7304
MMLU,philosophy,9901,5,0.25531625747680664,6928
MMLU,philosophy,9902,2,0.46338391304016113,7079
MMLU,philosophy,9903,4,0.4533348083496094,7298
MMLU,philosophy,9904,7,0.4828665256500244,7137
MMLU,philosophy,9905,2,0.5975546836853027,6515
MMLU,philosophy,9906,2,0.5337989330291748,6745
MMLU,philosophy,9907,2,0.7941610813140869,6687
MMLU,philosophy,9908,1,0.21917319297790527,7000
MMLU,philosophy,9909,0,0.4931364059448242,7611
MMLU,philosophy,9910,4,0.4412868022918701,7035
MMLU,philosophy,9911,2,0.5888411998748779,6889
MMLU,philosophy,9912,3,0.4429631233215332,7021
MMLU,philosophy,9913,8,0.4980282783508301,6599
MMLU,philosophy,9914,9,0.23561549186706543,7061
MMLU,philosophy,9915,3,0.5337026119232178,7017
MMLU,philosophy,9916,9,0.24820184707641602,7235
MMLU,philosophy,9917,7,0.47632741928100586,7562
MMLU,philosophy,9918,8,0.4587533473968506,6860
MMLU,philosophy,9919,4,0.6894757747650146,7168
MMLU,philosophy,9920,5,0.2878079414367676,7072
MMLU,philosophy,9921,4,0.4969801902770996,7307
MMLU,philosophy,9922,7,0.4589989185333252,7547
MMLU,philosophy,9923,9,0.25089406967163086,7403
MMLU,philosophy,9924,8,0.24207568168640137,6858
MMLU,philosophy,9925,7,0.4390237331390381,6984
MMLU,philosophy,9926,6,0.536203145980835,7394
MMLU,philosophy,9927,8,0.22013258934020996,7163
MMLU,philosophy,9928,3,0.45131826400756836,7073
MMLU,philosophy,9929,1,0.22004032135009766,6818
MMLU,philosophy,9930,7,0.42919445037841797,7123
MMLU,philosophy,9931,3,0.5069055557250977,7473
MMLU,philosophy,9932,0,0.5609478950500488,7492
MMLU,philosophy,9933,4,0.3544645309448242,7060
MMLU,philosophy,9934,4,0.35523009300231934,6983
MMLU,philosophy,9935,6,0.3354792594909668,6954
MMLU,philosophy,9936,5,0.31706762313842773,6823
MMLU,philosophy,9937,2,0.6214046478271484,6761
MMLU,philosophy,9938,1,0.23139405250549316,6724
MMLU,philosophy,9939,6,0.3426642417907715,7003
MMLU,philosophy,9940,6,0.33943700790405273,7502
MMLU,philosophy,9941,8,0.23876237869262695,6825
MMLU,philosophy,9942,2,0.6109957695007324,6809
MMLU,philosophy,9943,9,0.3019120693206787,7311
MMLU,philosophy,9944,4,0.32349085807800293,6881
MMLU,philosophy,9945,2,0.5512914657592773,6915
MMLU,philosophy,9946,7,0.45012998580932617,7121
MMLU,philosophy,9947,1,0.2222425937652588,7146
MMLU,philosophy,9948,8,0.22870874404907227,7355
MMLU,philosophy,9949,7,0.47278261184692383,7102
MMLU,philosophy,9950,9,0.23843741416931152,6918
MMLU,philosophy,9951,8,0.22582674026489258,6729
MMLU,philosophy,9952,7,0.4620394706726074,7343
MMLU,philosophy,9953,0,0.6683323383331299,7051
MMLU,philosophy,9954,4,0.34273576736450195,7195
MMLU,philosophy,9955,4,0.32529330253601074,7310
MMLU,philosophy,9956,4,0.30683279037475586,6684
MMLU,philosophy,9957,1,0.212813138961792,6945
MMLU,philosophy,9958,5,0.39365530014038086,6831
MMLU,philosophy,9959,8,0.26889586448669434,6834
MMLU,philosophy,9960,7,0.44998884201049805,7588
MMLU,philosophy,9961,7,0.42809605598449707,7362
MMLU,philosophy,9962,7,0.43366479873657227,7254
MMLU,philosophy,9963,7,0.42555832862854004,7184
MMLU,philosophy,9964,7,0.4226701259613037,7420
MMLU,philosophy,9965,3,0.5175271034240723,6891
MMLU,philosophy,9966,2,0.7087094783782959,6865
MMLU,philosophy,9967,4,0.3258185386657715,6995
MMLU,philosophy,9968,2,0.45791029930114746,6717
MMLU,philosophy,9969,4,0.2948017120361328,7264
MMLU,philosophy,9970,0,0.602942943572998,7183
MMLU,philosophy,9971,5,0.31780099868774414,6945
MMLU,philosophy,9972,8,0.24095964431762695,7068
MMLU,philosophy,9973,7,0.4840230941772461,7303
MMLU,philosophy,9974,3,0.6134018898010254,7243
MMLU,philosophy,9975,6,0.3738372325897217,6774
MMLU,philosophy,9976,0,0.6952366828918457,7161
MMLU,philosophy,9977,5,0.39714670181274414,7013
MMLU,philosophy,9978,5,0.3985753059387207,6829
MMLU,philosophy,9979,0,0.6668524742126465,7254
MMLU,philosophy,9980,3,0.472698450088501,7086
MMLU,philosophy,9981,9,0.23029327392578125,7324
MMLU,philosophy,9982,4,0.3653435707092285,7075
MMLU,philosophy,9983,1,0.23330235481262207,7010
MMLU,philosophy,9984,7,0.42279696464538574,6915
MMLU,philosophy,9985,8,0.2572331428527832,6840
MMLU,philosophy,9986,9,0.23626708984375,6933
MMLU,philosophy,9987,6,0.370197057723999,7073
MMLU,philosophy,9988,5,0.32566404342651367,6973
MMLU,philosophy,9989,0,0.6133222579956055,6564
MMLU,philosophy,9990,1,0.23668122291564941,7239
MMLU,philosophy,9991,5,0.39540767669677734,6974
MMLU,philosophy,9992,2,0.4879114627838135,6887
MMLU,philosophy,9993,3,0.5661101341247559,7059
MMLU,philosophy,9994,8,0.24078845977783203,7150
MMLU,philosophy,9995,5,0.3975956439971924,6997
MMLU,philosophy,9996,3,0.5246319770812988,6808
MMLU,philosophy,9997,4,0.4107792377471924,6937
MMLU,philosophy,9998,8,0.2827575206756592,6925
MMLU,philosophy,9999,2,0.44763946533203125,6646
MMLU,philosophy,10000,9,0.22601938247680664,7065
MMLU,philosophy,10001,2,0.46587061882019043,6793
MMLU,philosophy,10002,7,0.5122742652893066,7283
MMLU,philosophy,10003,7,0.46767663955688477,7226
MMLU,philosophy,10004,9,0.253493070602417,7344
MMLU,philosophy,10005,1,0.21256375312805176,6840
MMLU,philosophy,10006,0,0.7141921520233154,6944
MMLU,philosophy,10007,3,0.5048587322235107,7511
MMLU,philosophy,10008,6,0.33899521827697754,7609
MMLU,philosophy,10009,1,0.21474814414978027,7114
MMLU,philosophy,10010,1,0.20940756797790527,6962
MMLU,philosophy,10011,4,0.5170505046844482,7112
MMLU,philosophy,10012,8,0.2293567657470703,7263
MMLU,philosophy,10013,7,0.4538233280181885,7099
MMLU,philosophy,10014,9,0.2556295394897461,7190
MMLU,philosophy,10015,6,0.3894214630126953,7199
MMLU,philosophy,10016,2,0.4397916793823242,6813
MMLU,philosophy,10017,9,0.234619140625,7315
MMLU,philosophy,10018,2,0.437563419342041,6689
MMLU,philosophy,10019,6,0.3715806007385254,7105
MMLU,philosophy,10020,1,0.21965408325195312,6940
MMLU,philosophy,10021,3,0.5863783359527588,7235
MMLU,philosophy,10022,0,0.8200364112854004,7013
MMLU,philosophy,10023,3,0.4985191822052002,6889
MMLU,philosophy,10024,2,0.7205581665039062,7082
